id,file_name,file_path,modulation,snr_db,has_fec,has_interleaving,sample_rate,num_samples,raw_payload_text,sync_word
47,sig_047_QPSK_snr30dB_fec1_itr0.iq,synthetic_dataset\sig_047_QPSK_snr30dB_fec1_itr0.iq,QPSK,30,True,False,2000000.0,5300,SIH2026,10101011
48,sig_048_QPSK_snr30dB_fec1_itr1.iq,synthetic_dataset\sig_048_QPSK_snr30dB_fec1_itr1.iq,QPSK,30,True,True,2000000.0,5600,SIH2026,10101011
49,sig_049_8PSK_snr0dB_fec0_itr0.iq,synthetic_dataset\sig_049_8PSK_snr0dB_fec0_itr0.iq,8PSK,0,False,False,2000000.0,2200,SIH2026,10101011
50,sig_050_8PSK_snr0dB_fec0_itr1.iq,synthetic_dataset\sig_050_8PSK_snr0dB_fec0_itr1.iq,8PSK,0,False,True,2000000.0,2200,SIH2026,10101011
51,sig_051_8PSK_snr0dB_fec1_itr0.iq,synthetic_dataset\sig_051_8PSK_snr0dB_fec1_itr0.iq,8PSK,0,True,False,2000000.0,3600,SIH2026,10101011
52,sig_052_8PSK_snr0dB_fec1_itr1.iq,synthetic_dataset\sig_052_8PSK_snr0dB_fec1_itr1.iq,8PSK,0,True,True,2000000.0,3800,SIH2026,10101011
53,sig_053_8PSK_snr5dB_fec0_itr0.iq,synthetic_dataset\sig_053_8PSK_snr5dB_fec0_itr0.iq,8PSK,5,False,False,2000000.0,2200,SIH2026,10101011
54,sig_054_8PSK_snr5dB_fec0_itr1.iq,synthetic_dataset\sig_054_8PSK_snr5dB_fec0_itr1.iq,8PSK,5,False,True,2000000.0,2200,SIH2026,10101011
55,sig_055_8PSK_snr5dB_fec1_itr0.iq,synthetic_dataset\sig_055_8PSK_snr5dB_fec1_itr0.iq,8PSK,5,True,False,2000000.0,3600,SIH2026,10101011
56,sig_056_8PSK_snr5dB_fec1_itr1.iq,synthetic_dataset\sig_056_8PSK_snr5dB_fec1_itr1.iq,8PSK,5,True,True,2000000.0,3800,SIH2026,10101011
57,sig_057_8PSK_snr10dB_fec0_itr0.iq,synthetic_dataset\sig_057_8PSK_snr10dB_fec0_itr0.iq,8PSK,10,False,False,2000000.0,2200,SIH2026,10101011
58,sig_058_8PSK_snr10dB_fec0_itr1.iq,synthetic_dataset\sig_058_8PSK_snr10dB_fec0_itr1.iq,8PSK,10,False,True,2000000.0,2200,SIH2026,10101011
59,sig_059_8PSK_snr10dB_fec1_itr0.iq,synthetic_dataset\sig_059_8PSK_snr10dB_fec1_itr0.iq,8PSK,10,True,False,2000000.0,3600,SIH2026,10101011
60,sig_060_8PSK_snr10dB_fec1_itr1.iq,synthetic_dataset\sig_060_8PSK_snr10dB_fec1_itr1.iq,8PSK,10,True,True,2000000.0,3800,SIH2026,10101011
61,sig_061_8PSK_snr15dB_fec0_itr0.iq,synthetic_dataset\sig_061_8PSK_snr15dB_fec0_itr0.iq,8PSK,15,False,False,2000000.0,2200,SIH2026,10101011
62,sig_062_8PSK_snr15dB_fec0_itr1.iq,synthetic_dataset\sig_062_8PSK_snr15dB_fec0_itr1.iq,8PSK,15,False,True,2000000.0,2200,SIH2026,10101011
63,sig_063_8PSK_snr15dB_fec1_itr0.iq,synthetic_dataset\sig_063_8PSK_snr15dB_fec1_itr0.iq,8PSK,15,True,False,2000000.0,3600,SIH2026,10101011
64,sig_064_8PSK_snr15dB_fec1_itr1.iq,synthetic_dataset\sig_064_8PSK_snr15dB_fec1_itr1.iq,8PSK,15,True,True,2000000.0,3800,SIH2026,10101011
65,sig_065_8PSK_snr20dB_fec0_itr0.iq,synthetic_dataset\sig_065_8PSK_snr20dB_fec0_itr0.iq,8PSK,20,False,False,2000000.0,2200,SIH2026,10101011
66,sig_066_8PSK_snr20dB_fec0_itr1.iq,synthetic_dataset\sig_066_8PSK_snr20dB_fec0_itr1.iq,8PSK,20,False,True,2000000.0,2200,SIH2026,10101011
67,sig_067_8PSK_snr20dB_fec1_itr0.iq,synthetic_dataset\sig_067_8PSK_snr20dB_fec1_itr0.iq,8PSK,20,True,False,2000000.0,3600,SIH2026,10101011
68,sig_068_8PSK_snr20dB_fec1_itr1.iq,synthetic_dataset\sig_068_8PSK_snr20dB_fec1_itr1.iq,8PSK,20,True,True,2000000.0,3800,SIH2026,10101011
69,sig_069_8PSK_snr30dB_fec0_itr0.iq,synthetic_dataset\sig_069_8PSK_snr30dB_fec0_itr0.iq,8PSK,30,False,False,2000000.0,2200,SIH2026,10101011
70,sig_070_8PSK_snr30dB_fec0_itr1.iq,synthetic_dataset\sig_070_8PSK_snr30dB_fec0_itr1.iq,8PSK,30,False,True,2000000.0,2200,SIH2026,10101011
71,sig_071_8PSK_snr30dB_fec1_itr0.iq,synthetic_dataset\sig_071_8PSK_snr30dB_fec1_itr0.iq,8PSK,30,True,False,2000000.0,3600,SIH2026,10101011
72,sig_072_8PSK_snr30dB_fec1_itr1.iq,synthetic_dataset\sig_072_8PSK_snr30dB_fec1_itr1.iq,8PSK,30,True,True,2000000.0,3800,SIH2026,10101011
73,sig_073_16QAM_snr0dB_fec0_itr0.iq,synthetic_dataset\sig_073_16QAM_snr0dB_fec0_itr0.iq,16QAM,0,False,False,2000000.0,1600,SIH2026,10101011
74,sig_074_16QAM_snr0dB_fec0_itr1.iq,synthetic_dataset\sig_074_16QAM_snr0dB_fec0_itr1.iq,16QAM,0,False,True,2000000.0,1600,SIH2026,10101011
75,sig_075_16QAM_snr0dB_fec1_itr0.iq,synthetic_dataset\sig_075_16QAM_snr0dB_fec1_itr0.iq,16QAM,0,True,False,2000000.0,2700,SIH2026,10101011
76,sig_076_16QAM_snr0dB_fec1_itr1.iq,synthetic_dataset\sig_076_16QAM_snr0dB_fec1_itr1.iq,16QAM,0,True,True,2000000.0,2800,SIH2026,10101011
77,sig_077_16QAM_snr5dB_fec0_itr0.iq,synthetic_dataset\sig_077_16QAM_snr5dB_fec0_itr0.iq,16QAM,5,False,False,2000000.0,1600,SIH2026,10101011
78,sig_078_16QAM_snr5dB_fec0_itr1.iq,synthetic_dataset\sig_078_16QAM_snr5dB_fec0_itr1.iq,16QAM,5,False,True,2000000.0,1600,SIH2026,10101011
79,sig_079_16QAM_snr5dB_fec1_itr0.iq,synthetic_dataset\sig_079_16QAM_snr5dB_fec1_itr0.iq,16QAM,5,True,False,2000000.0,2700,SIH2026,10101011
80,sig_080_16QAM_snr5dB_fec1_itr1.iq,synthetic_dataset\sig_080_16QAM_snr5dB_fec1_itr1.iq,16QAM,5,True,True,2000000.0,2800,SIH2026,10101011
81,sig_081_16QAM_snr10dB_fec0_itr0.iq,synthetic_dataset\sig_081_16QAM_snr10dB_fec0_itr0.iq,16QAM,10,False,False,2000000.0,1600,SIH2026,10101011
82,sig_082_16QAM_snr10dB_fec0_itr1.iq,synthetic_dataset\sig_082_16QAM_snr10dB_fec0_itr1.iq,16QAM,10,False,True,2000000.0,1600,SIH2026,10101011
83,sig_083_16QAM_snr10dB_fec1_itr0.iq,synthetic_dataset\sig_083_16QAM_snr10dB_fec1_itr0.iq,16QAM,10,True,False,2000000.0,2700,SIH2026,10101011
84,sig_084_16QAM_snr10dB_fec1_itr1.iq,synthetic_dataset\sig_084_16QAM_snr10dB_fec1_itr1.iq,16QAM,10,True,True,2000000.0,2800,SIH2026,10101011
85,sig_085_16QAM_snr15dB_fec0_itr0.iq,synthetic_dataset\sig_085_16QAM_snr15dB_fec0_itr0.iq,16QAM,15,False,False,2000000.0,1600,SIH2026,10101011
86,sig_086_16QAM_snr15dB_fec0_itr1.iq,synthetic_dataset\sig_086_16QAM_snr15dB_fec0_itr1.iq,16QAM,15,False,True,2000000.0,1600,SIH2026,10101011
87,sig_087_16QAM_snr15dB_fec1_itr0.iq,synthetic_dataset\sig_087_16QAM_snr15dB_fec1_itr0.iq,16QAM,15,True,False,2000000.0,2700,SIH2026,10101011
88,sig_088_16QAM_snr15dB_fec1_itr1.iq,synthetic_dataset\sig_088_16QAM_snr15dB_fec1_itr1.iq,16QAM,15,True,True,2000000.0,2800,SIH2026,10101011
89,sig_089_16QAM_snr20dB_fec0_itr0.iq,synthetic_dataset\sig_089_16QAM_snr20dB_fec0_itr0.iq,16QAM,20,False,False,2000000.0,1600,SIH2026,10101011
90,sig_090_16QAM_snr20dB_fec0_itr1.iq,synthetic_dataset\sig_090_16QAM_snr20dB_fec0_itr1.iq,16QAM,20,False,True,2000000.0,1600,SIH2026,10101011
91,sig_091_16QAM_snr20dB_fec1_itr0.iq,synthetic_dataset\sig_091_16QAM_snr20dB_fec1_itr0.iq,16QAM,20,True,False,2000000.0,2700,SIH2026,10101011
92,sig_092_16QAM_snr20dB_fec1_itr1.iq,synthetic_dataset\sig_092_16QAM_snr20dB_fec1_itr1.iq,16QAM,20,True,True,2000000.0,2800,SIH2026,10101011
93,sig_093_16QAM_snr30dB_fec0_itr0.iq,synthetic_dataset\sig_093_16QAM_snr30dB_fec0_itr0.iq,16QAM,30,False,False,2000000.0,1600,SIH2026,10101011
94,sig_094_16QAM_snr30dB_fec0_itr1.iq,synthetic_dataset\sig_094_16QAM_snr30dB_fec0_itr1.iq,16QAM,30,False,True,2000000.0,1600,SIH2026,10101011
95,sig_095_16QAM_snr30dB_fec1_itr0.iq,synthetic_dataset\sig_095_16QAM_snr30dB_fec1_itr0.iq,16QAM,30,True,False,2000000.0,2700,SIH2026,10101011
96,sig_096_16QAM_snr30dB_fec1_itr1.iq,synthetic_dataset\sig_096_16QAM_snr30dB_fec1_itr1.iq,16QAM,30,True,True,2000000.0,2800,SIH2026,10101011
